id,semantic_groups,uri,preflabel,name,synonyms,description
MONDO:0016089,phenotype,http://purl.obolibrary.org/obo/MONDO_0016089,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HP:0002344,phenotype,http://purl.obolibrary.org/obo/HP_0002344,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0020735,phenotype,http://purl.obolibrary.org/obo/MONDO_0020735,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:26527,gene,https://identifiers.org/HGNC:26527,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HP:0002333,phenotype,http://purl.obolibrary.org/obo/HP_0002333,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0030676,phenotype,http://purl.obolibrary.org/obo/MONDO_0030676,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0007739,phenotype,http://purl.obolibrary.org/obo/MONDO_0007739,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HP:0000738,phenotype,http://purl.obolibrary.org/obo/HP_0000738,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0011397,phenotype,http://purl.obolibrary.org/obo/MONDO_0011397,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0024457,phenotype,http://purl.obolibrary.org/obo/MONDO_0024457,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0009493,phenotype,http://purl.obolibrary.org/obo/MONDO_0009493,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0024538,phenotype,http://purl.obolibrary.org/obo/MONDO_0024538,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:20153,gene,https://identifiers.org/HGNC:20153,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0015028,phenotype,http://purl.obolibrary.org/obo/MONDO_0015028,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0018555,phenotype,http://purl.obolibrary.org/obo/MONDO_0018555,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0010691,phenotype,http://purl.obolibrary.org/obo/MONDO_0010691,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0010404,phenotype,http://purl.obolibrary.org/obo/MONDO_0010404,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0009319,phenotype,http://purl.obolibrary.org/obo/MONDO_0009319,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:21638,gene,https://identifiers.org/HGNC:21638,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:9039,gene,https://identifiers.org/HGNC:9039,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0100339,phenotype,http://purl.obolibrary.org/obo/MONDO_0100339,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0014290,phenotype,http://purl.obolibrary.org/obo/MONDO_0014290,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0008436,phenotype,http://purl.obolibrary.org/obo/MONDO_0008436,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0013024,phenotype,http://purl.obolibrary.org/obo/MONDO_0013024,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0018767,phenotype,http://purl.obolibrary.org/obo/MONDO_0018767,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0008922,phenotype,http://purl.obolibrary.org/obo/MONDO_0008922,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0011442,phenotype,http://purl.obolibrary.org/obo/MONDO_0011442,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:14686,gene,https://identifiers.org/HGNC:14686,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:2202,gene,https://identifiers.org/HGNC:2202,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0033850,phenotype,http://purl.obolibrary.org/obo/MONDO_0033850,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0012391,phenotype,http://purl.obolibrary.org/obo/MONDO_0012391,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0859174,phenotype,http://purl.obolibrary.org/obo/MONDO_0859174,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0008201,phenotype,http://purl.obolibrary.org/obo/MONDO_0008201,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:12585,gene,https://identifiers.org/HGNC:12585,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0017584,phenotype,http://purl.obolibrary.org/obo/MONDO_0017584,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0017636,phenotype,http://purl.obolibrary.org/obo/MONDO_0017636,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0007488,phenotype,http://purl.obolibrary.org/obo/MONDO_0007488,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:12827,gene,https://identifiers.org/HGNC:12827,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0009697,phenotype,http://purl.obolibrary.org/obo/MONDO_0009697,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0009745,phenotype,http://purl.obolibrary.org/obo/MONDO_0009745,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
MONDO:0010188,phenotype,http://purl.obolibrary.org/obo/MONDO_0010188,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
HGNC:16499,gene,https://identifiers.org/HGNC:16499,NA,"X-linked Kx blood group antigen, Kell and VPS13A binding protein",KX|NA|NAC|X1k|XKR1,"This locus controls the synthesis of the Kell blood group 'precursor substance' (Kx). Mutations in this gene have been associated with McLeod syndrome, an X-linked, recessive disorder characterized by abnormalities in the neuromuscular and hematopoietic systems. The encoded protein has structural characteristics of prokaryotic and eukaryotic membrane transport proteins. [provided by RefSeq, Jul 2008]."
