id,semantic_groups,uri,preflabel,name,synonyms,description
HP:0007256,phenotype,http://purl.obolibrary.org/obo/HP_0007256,Abnormal pyramidal sign,Abnormal pyramidal sign,NA,NA
MONDO:0033043,disease,http://purl.obolibrary.org/obo/MONDO_0033043,"spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy","spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy",NA,NA
MONDO:0018475,disease,http://purl.obolibrary.org/obo/MONDO_0018475,PRKAR1B-related neurodegenerative dementia with intermediate filaments,PRKAR1B-related neurodegenerative dementia with intermediate filaments,NA,NA
HP:0002145,phenotype,http://purl.obolibrary.org/obo/HP_0002145,Frontotemporal dementia,Frontotemporal dementia,NA,NA
MONDO:0012651,disease,http://purl.obolibrary.org/obo/MONDO_0012651,spastic ataxia 2,spastic ataxia 2,NA,NA
MONDO:0008457,disease,http://purl.obolibrary.org/obo/MONDO_0008457,spinocerebellar ataxia type 6,spinocerebellar ataxia type 6,NA,NA
MONDO:0010472,disease,http://purl.obolibrary.org/obo/MONDO_0010472,"developmental and epileptic encephalopathy, 36","developmental and epileptic encephalopathy, 36",NA,NA
HGNC:3999,gene,https://identifiers.org/HGNC:3999,FTL,ferritin light chain,FTL1|LFTD|NBIA3,"This gene encodes the light subunit of the ferritin protein. Ferritin is the major intracellular iron storage protein in prokaryotes and eukaryotes. It is composed of 24 subunits of the heavy and light ferritin chains. Variation in ferritin subunit composition may affect the rates of iron uptake and release in different tissues. A major function of ferritin is the storage of iron in a soluble and nontoxic state. Defects in this light chain ferritin gene are associated with several neurodegenerative diseases and hyperferritinemia-cataract syndrome. This gene has multiple pseudogenes. [provided by RefSeq, Jul 2008]."
HGNC:10648,gene,https://identifiers.org/HGNC:10648,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1,EMAP2|EMAPII|HLD3|SCYE1|p43,"The protein encoded by this gene is a cytokine that is specifically induced by apoptosis, and it is involved in the control of angiogenesis, inflammation, and wound healing. The release of this cytokine renders the tumor-associated vasculature sensitive to tumor necrosis factor. The precursor protein is identical to the p43 subunit, which is associated with the multi-tRNA synthetase complex, and it modulates aminoacylation activity of tRNA synthetase in normal cells. This protein is also involved in the stimulation of inflammatory responses after proteolytic cleavage in tumor cells. Multiple transcript variants encoding different isoforms have been found for this gene. A pseudogene has been identified on chromosome 20. [provided by RefSeq, Dec 2008]."
HP:0030219,phenotype,http://purl.obolibrary.org/obo/HP_0030219,Semantic dementia,Semantic dementia,NA,NA
MONDO:0009839,disease,http://purl.obolibrary.org/obo/MONDO_0009839,progressive supranuclear palsy-parkinsonism syndrome,progressive supranuclear palsy-parkinsonism syndrome,NA,NA
HGNC:48,gene,https://identifiers.org/HGNC:48,ABCB7,ATP binding cassette subfamily B member 7,ABC7|ASAT|Atm1p|EST140535,"The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the MDR/TAP subfamily. Members of the MDR/TAP subfamily are involved in multidrug resistance as well as antigen presentation. This gene encodes a half-transporter involved in the transport of heme from the mitochondria to the cytosol. With iron/sulfur cluster precursors as its substrates, this protein may play a role in metal homeostasis. Mutations in this gene have been associated with mitochondrial iron accumulation and isodicentric (X)(q13) and sideroblastic anemia. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Nov 2012]."
MONDO:0011781,disease,http://purl.obolibrary.org/obo/MONDO_0011781,spinocerebellar ataxia type 17,spinocerebellar ataxia type 17,NA,NA
MONDO:0017279,disease,http://purl.obolibrary.org/obo/MONDO_0017279,young-onset Parkinson disease,young-onset Parkinson disease,NA,NA
HGNC:3148,gene,https://identifiers.org/HGNC:3148,TYMP,synthesis of cytochrome C oxidase 2,CEMCOX1|ECGF1|Gliostatin|MC4DN2|MYP6|PD-ECGF|SCO1L|TP|TYMP|TdRPase,"Cytochrome c oxidase (COX) catalyzes the transfer of electrons from cytochrome c to molecular oxygen, which helps to maintain the proton gradient across the inner mitochondrial membrane that is necessary for aerobic ATP production. Human COX is a multimeric protein complex that requires several assembly factors; this gene encodes one of the COX assembly factors. The encoded protein is a metallochaperone that is involved in the biogenesis of cytochrome c oxidase subunit II. Mutations in this gene are associated with fatal infantile encephalocardiomyopathy and myopia 6. [provided by RefSeq, Oct 2014]."
MONDO:0009319,disease,http://purl.obolibrary.org/obo/MONDO_0009319,pantothenate kinase-associated neurodegeneration,pantothenate kinase-associated neurodegeneration,NA,NA
HP:0002548,phenotype,http://purl.obolibrary.org/obo/HP_0002548,Parkinsonism with favorable response to dopaminergic medication,Parkinsonism with favorable response to dopaminergic medication,NA,NA
MONDO:0957533,disease,http://purl.obolibrary.org/obo/MONDO_0957533,megalencephalic leukoencephalopathy with subcortical cysts 3,megalencephalic leukoencephalopathy with subcortical cysts 3,NA,NA
HP:0410054,phenotype,http://purl.obolibrary.org/obo/HP_0410054,Decreased circulating GABA concentration,Decreased circulating GABA concentration,NA,NA
OBA:2050092,namedthing,https://identifiers.org/OBA:2050092,serum metabolite level,serum metabolite level,NA,NA
MONDO:0011513,disease,http://purl.obolibrary.org/obo/MONDO_0011513,"Alzheimer disease, familial early-onset, with coexisting amyloid and prion pathology","Alzheimer disease, familial early-onset, with coexisting amyloid and prion pathology",NA,NA
HP:0002185,phenotype,http://purl.obolibrary.org/obo/HP_0002185,Neurofibrillary tangles,Neurofibrillary tangles,NA,NA
MONDO:0007088,disease,http://purl.obolibrary.org/obo/MONDO_0007088,Alzheimer disease type 1,Alzheimer disease type 1,NA,NA
HP:0030181,phenotype,http://purl.obolibrary.org/obo/HP_0030181,Gordon reflex,Gordon reflex,NA,NA
MONDO:0014729,disease,http://purl.obolibrary.org/obo/MONDO_0014729,hereditary spastic paraplegia 75,hereditary spastic paraplegia 75,NA,NA
MONDO:0016418,disease,http://purl.obolibrary.org/obo/MONDO_0016418,"multiple system atrophy, cerebellar type","multiple system atrophy, cerebellar type",NA,NA
MONDO:0011706,disease,http://purl.obolibrary.org/obo/MONDO_0011706,Kufor-Rakeb syndrome,Kufor-Rakeb syndrome,NA,NA
MONDO:0009830,disease,http://purl.obolibrary.org/obo/MONDO_0009830,parkinsonian-pyramidal syndrome,parkinsonian-pyramidal syndrome,NA,NA
MONDO:0014975,disease,http://purl.obolibrary.org/obo/MONDO_0014975,autosomal recessive spastic paraplegia type 78,autosomal recessive spastic paraplegia type 78,NA,NA
MONDO:0008767,disease,http://purl.obolibrary.org/obo/MONDO_0008767,neuronal ceroid lipofuscinosis 3,neuronal ceroid lipofuscinosis 3,NA,NA
MONDO:0011445,disease,http://purl.obolibrary.org/obo/MONDO_0011445,hereditary spastic paraplegia 11,hereditary spastic paraplegia 11,NA,NA
MONDO:0014835,disease,http://purl.obolibrary.org/obo/MONDO_0014835,"striatal degeneration, autosomal dominant 2","striatal degeneration, autosomal dominant 2",NA,NA
MONDO:0100294,disease,http://purl.obolibrary.org/obo/MONDO_0100294,"mitochondrial complex II deficiency, nuclear type 1","mitochondrial complex II deficiency, nuclear type 1",NA,NA
MONDO:0007104,disease,http://purl.obolibrary.org/obo/MONDO_0007104,amyotrophic lateral sclerosis-parkinsonism-dementia complex,amyotrophic lateral sclerosis-parkinsonism-dementia complex,NA,NA
MONDO:0014776,disease,http://purl.obolibrary.org/obo/MONDO_0014776,spinocerebellar ataxia type 42,spinocerebellar ataxia type 42,NA,NA
HP:0002511,phenotype,http://purl.obolibrary.org/obo/HP_0002511,Alzheimer disease,Alzheimer disease,NA,NA
MONDO:0007089,disease,http://purl.obolibrary.org/obo/MONDO_0007089,Alzheimer disease 2,Alzheimer disease 2,NA,NA
HGNC:14686,gene,https://identifiers.org/HGNC:14686,JAM2,junctional adhesion molecule 2,C21orf43|CD322|IBGC8|JAM-B|JAMB|PRO245|VE-JAM|VEJAM,"This gene belongs to the immunoglobulin superfamily, and the junctional adhesion molecule (JAM) family. The protein encoded by this gene is a type I membrane protein that is localized at the tight junctions of both epithelial and endothelial cells. It acts as an adhesive ligand for interacting with a variety of immune cell types, and may play a role in lymphocyte homing to secondary lymphoid organs. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jul 2012]."
MONDO:0016594,disease,http://purl.obolibrary.org/obo/MONDO_0016594,superficial siderosis,superficial siderosis,NA,NA
MONDO:0011834,disease,http://purl.obolibrary.org/obo/MONDO_0011834,spinocerebellar ataxia type 18,spinocerebellar ataxia type 18,NA,NA
MONDO:0010275,disease,http://purl.obolibrary.org/obo/MONDO_0010275,"spondyloepimetaphyseal dysplasia, Bieganski type","spondyloepimetaphyseal dysplasia, Bieganski type",NA,NA
HGNC:12666,gene,https://identifiers.org/HGNC:12666,VCP,valosin containing protein,CDC48|FTDALS6|TERA|p97,"This gene encodes a member of the AAA ATPase family of proteins. The encoded protein plays a role in protein degradation, intracellular membrane fusion, DNA repair and replication, regulation of the cell cycle, and activation of the NF-kappa B pathway. This protein forms a homohexameric complex that interacts with a variety of cofactors and extracts ubiquitinated proteins from lipid membranes or protein complexes. Mutations in this gene cause IBMPFD (inclusion body myopathy with paget disease of bone and frontotemporal dementia), ALS (amyotrophic lateral sclerosis) and Charcot-Marie-Tooth disease in human patients. [provided by RefSeq, Aug 2017]."
MONDO:0015271,disease,http://purl.obolibrary.org/obo/MONDO_0015271,idiopathic camptocormia,idiopathic camptocormia,NA,NA
MONDO:0014121,disease,http://purl.obolibrary.org/obo/MONDO_0014121,autosomal dominant childhood-onset proximal spinal muscular atrophy with contractures,autosomal dominant childhood-onset proximal spinal muscular atrophy with contractures,NA,NA
HGNC:9476,gene,https://identifiers.org/HGNC:9476,HTRA1,HtrA serine peptidase 1,ARMD7|CADASIL2|CARASIL|CARASIL2|HtrA|L56|ORF480|PRSS11,"This gene encodes a member of the trypsin family of serine proteases. This protein is a secreted enzyme that is proposed to regulate the availability of insulin-like growth factors (IGFs) by cleaving IGF-binding proteins. It has also been suggested to be a regulator of cell growth. Variations in the promoter region of this gene are the cause of susceptibility to age-related macular degeneration type 7. [provided by RefSeq, Jul 2008]."
HGNC:13356,gene,https://identifiers.org/HGNC:13356,MCOLN1,mucolipin TRP cation channel 1,LECD|MG-2|ML1|ML4|MLIV|MST080|MSTP080|TRP-ML1|TRPM-L1|TRPML1,"This gene encodes a memberof the transient receptor potential (TRP) cation channel gene family. The transmembrane protein localizes to intracellular vesicular membranes including lysosomes, and functions in the late endocytic pathway and in the regulation of lysosomal exocytosis. The channel is permeable to Ca(2+), Fe(2+), Na(+), K(+), and H(+), and is modulated by changes in Ca(2+) concentration. Mutations in this gene result in mucolipidosis type IV. [provided by RefSeq, Oct 2009]."
MONDO:0971004,disease,http://purl.obolibrary.org/obo/MONDO_0971004,"amyloidosis, hereditary systemic 1","amyloidosis, hereditary systemic 1",NA,NA
HGNC:18305,gene,https://identifiers.org/HGNC:18305,ATP6AP2,ATPase H+ transporting accessory protein 2,(P)RR|APT6M8-9|ATP6IP2|ATP6M8-9|CDG2R|ELDF10|HT028|M8-9|MRXE|MRXSH|MSTP009|PRR|RENR|XMRE|XPDS,"This gene encodes a protein that is associated with adenosine triphosphatases (ATPases). Proton-translocating ATPases have fundamental roles in energy conservation, secondary active transport, acidification of intracellular compartments, and cellular pH homeostasis. There are three classes of ATPases- F, P, and V. The vacuolar (V-type) ATPases have a transmembrane proton-conducting sector and an extramembrane catalytic sector. The encoded protein has been found associated with the transmembrane sector of the V-type ATPases. [provided by RefSeq, Jul 2008]."
MONDO:0011703,disease,http://purl.obolibrary.org/obo/MONDO_0011703,spongiform encephalopathy with neuropsychiatric features,spongiform encephalopathy with neuropsychiatric features,NA,NA
MONDO:0030634,disease,http://purl.obolibrary.org/obo/MONDO_0030634,"leukoencephalopathy, hereditary diffuse, with spheroids 2","leukoencephalopathy, hereditary diffuse, with spheroids 2",NA,NA
MONDO:0016562,disease,http://purl.obolibrary.org/obo/MONDO_0016562,progressive supranuclear palsy-pure akinesia with gait freezing syndrome,progressive supranuclear palsy-pure akinesia with gait freezing syndrome,NA,NA
HP:0002423,phenotype,http://purl.obolibrary.org/obo/HP_0002423,Long-tract sign,Long-tract sign,NA,NA
MONDO:0010354,disease,http://purl.obolibrary.org/obo/MONDO_0010354,Allan-Herndon-Dudley syndrome,Allan-Herndon-Dudley syndrome,NA,NA
MONDO:0018346,disease,http://purl.obolibrary.org/obo/MONDO_0018346,ferro-cerebro-cutaneous syndrome,ferro-cerebro-cutaneous syndrome,NA,NA
HGNC:15984,gene,https://identifiers.org/HGNC:15984,APTX,aprataxin,AOA|AOA1|AXA1|EAOH|EOAHA|FHA-HIT,"This gene encodes a member of the histidine triad (HIT) superfamily. The encoded protein may play a role in single-stranded DNA repair through its nucleotide-binding activity and its diadenosine polyphosphate hydrolase activity. Mutations in this gene have been associated with ataxia-ocular apraxia. Alternatively spliced transcript variants have been identified for this gene.[provided by RefSeq, Aug 2010]."
HGNC:20858,gene,https://identifiers.org/HGNC:20858,SLC39A14,solute carrier family 39 member 14,HCIN|HMNDYT2|LZT-Hs4|NET34|ZIP14|cig19,"This gene encodes a member of the the SLC39A family of divalent metal transporters that mediates the cellular uptake of manganese, zinc, iron, and cadmium. The encoded protein contains eight transmembrane domains, a histidine-rich motif, and a metalloprotease motif, and is expressed on the plasma membrane and the endocytic vesicle membrane. It is an important transporter of nontransferrin-bound iron and a critical regulator of manganese homeostasis. Naturally occurring mutations in this gene are associated with neurodegeneration with brain iron accumulation and early-onset parkinsonism-dystonia with hypermanganesemia. [provided by RefSeq, May 2017]."
MONDO:0700295,disease,http://purl.obolibrary.org/obo/MONDO_0700295,"leukodystrophy, demyelinating, adult-onset, autosomal dominant, typical","leukodystrophy, demyelinating, adult-onset, autosomal dominant, typical",NA,NA
UPHENO:7000351,phenotype,https://identifiers.org/UPHENO:7000351,spina bifida,spina bifida,NA,NA
MONDO:0014768,disease,http://purl.obolibrary.org/obo/MONDO_0014768,"cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2","cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2",NA,NA
HGNC:6174,gene,https://identifiers.org/HGNC:6174,ITM2B,integral membrane protein 2B,ABRI|BRI|BRI2|BRICD2B|E25B|E3-16|FBD|RDGCA|imBRI2,"Amyloid precursor proteins are processed by beta-secretase and gamma-secretase to produce beta-amyloid peptides which form the characteristic plaques of Alzheimer disease. This gene encodes a transmembrane protein which is processed at the C-terminus by furin or furin-like proteases to produce a small secreted peptide which inhibits the deposition of beta-amyloid. Mutations which result in extension of the C-terminal end of the encoded protein, thereby increasing the size of the secreted peptide, are associated with two neurogenerative diseases, familial British dementia and familial Danish dementia. [provided by RefSeq, Oct 2009]."
MONDO:0100224,disease,http://purl.obolibrary.org/obo/MONDO_0100224,"mitochondrial complex I deficiency, nuclear type 1","mitochondrial complex I deficiency, nuclear type 1",NA,NA
MONDO:0044332,disease,http://purl.obolibrary.org/obo/MONDO_0044332,childhood-onset benign chorea with striatal involvement,childhood-onset benign chorea with striatal involvement,NA,NA
MONDO:0012321,disease,http://purl.obolibrary.org/obo/MONDO_0012321,Alzheimer disease 10,Alzheimer disease 10,NA,NA
MONDO:0011439,disease,http://purl.obolibrary.org/obo/MONDO_0011439,spinocerebellar ataxia type 12,spinocerebellar ataxia type 12,NA,NA
MONDO:0008963,disease,http://purl.obolibrary.org/obo/MONDO_0008963,Chediak-Higashi syndrome,Chediak-Higashi syndrome,NA,NA
MONDO:0014867,disease,http://purl.obolibrary.org/obo/MONDO_0014867,spinocerebellar ataxia 43,spinocerebellar ataxia 43,NA,NA
MONDO:0009861,disease,http://purl.obolibrary.org/obo/MONDO_0009861,phenylketonuria,phenylketonuria,NA,NA
HGNC:7477,gene,https://identifiers.org/HGNC:7477,MT-TC,tRNA-Cys,MTTC,NA
HGNC:4851,gene,https://identifiers.org/HGNC:4851,HTT,solute carrier family 6 member 4,5-HTT|5-HTTLPR|5HTT|HTT|OCD1|SERT|SERT1|hSERT,"This gene encodes an integral membrane protein that transports the neurotransmitter serotonin from synaptic spaces into presynaptic neurons. The encoded protein terminates the action of serotonin and recycles it in a sodium-dependent manner. This protein is a target of psychomotor stimulants, such as amphetamines and cocaine, and is a member of the sodium:neurotransmitter symporter family. A repeat length polymorphism in the promoter of this gene has been shown to affect the rate of serotonin uptake. There have been conflicting results in the literature about the possible effect, if any, that this polymorphism may play in behavior and depression. [provided by RefSeq, May 2019]."
HGNC:3033,gene,https://identifiers.org/HGNC:3033,ATN1,atrophin 1,B37|CHEDDA|D12S755E|DRPLA|HRS|NOD,"Dentatorubral pallidoluysian atrophy (DRPLA) is a rare neurodegenerative disorder characterized by cerebellar ataxia, myoclonic epilepsy, choreoathetosis, and dementia. The disorder is related to the expansion from 7-35 copies to 49-93 copies of a trinucleotide repeat (CAG/CAA) within this gene. The encoded protein includes a serine repeat and a region of alternating acidic and basic amino acids, as well as the variable glutamine repeat. Alternative splicing results in two transcripts variants that encode the same protein. [provided by RefSeq, Jul 2016]."
HGNC:28337,gene,https://identifiers.org/HGNC:28337,C9orf72,C9orf72-SMCR8 complex subunit,ALSFTD|DENND9|DENNL72|FTDALS|FTDALS1,"The protein encoded by this gene plays an important role in the regulation of endosomal trafficking, and has been shown to interact with Rab proteins that are involved in autophagy and endocytic transport. Expansion of a GGGGCC repeat from 2-22 copies to 700-1600 copies in the intronic sequence between alternate 5' exons in transcripts from this gene is associated with 9p-linked ALS (amyotrophic lateral sclerosis) and FTD (frontotemporal dementia) (PMID: 21944778, 21944779). Studies suggest that hexanucleotide expansions could result in the selective stabilization of repeat-containing pre-mRNA, and the accumulation of insoluble dipeptide repeat protein aggregates that could be pathogenic in FTD-ALS patients (PMID: 23393093). Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2016]."
HGNC:8804,gene,https://identifiers.org/HGNC:8804,PDGFRB,platelet derived growth factor receptor beta,CD140B|IBGC4|IMF1|JTK12|KOGS|OPDKD|PDGFR|PDGFR-1|PDGFR1|PENTT,"The protein encoded by this gene is a cell surface tyrosine kinase receptor for members of the platelet-derived growth factor family. These growth factors are mitogens for cells of mesenchymal origin. The identity of the growth factor bound to a receptor monomer determines whether the functional receptor is a homodimer (PDGFB or PDGFD) or a heterodimer (PDGFA and PDGFB). This gene is essential for normal development of the cardiovascular system and aids in rearrangement of the actin cytoskeleton. This gene is flanked on chromosome 5 by the genes for granulocyte-macrophage colony-stimulating factor and macrophage-colony stimulating factor receptor; all three genes may be implicated in the 5-q syndrome. A translocation between chromosomes 5 and 12, that fuses this gene to that of the ETV6 gene, results in chronic myeloproliferative disorder with eosinophilia. [provided by RefSeq, Aug 2017]."
MONDO:0013060,disease,http://purl.obolibrary.org/obo/MONDO_0013060,autosomal recessive Parkinson disease 14,autosomal recessive Parkinson disease 14,NA,NA
HGNC:2244,gene,https://identifiers.org/HGNC:2244,COQ7,"coenzyme Q7, hydroxylase",CAT5|CLK-1|CLK1|COQ10D8|HMNR9,"The protein encoded by this gene is similar to a mitochondrial di-iron containing hydroxylase in Saccharomyces cerevisiae that is involved with ubiquinone biosynthesis. Mutations in the yeast gene lead to slower development and longer life span. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jul 2010]."
MONDO:0013150,disease,http://purl.obolibrary.org/obo/MONDO_0013150,"parkinsonism-dystonia, infantile","parkinsonism-dystonia, infantile",NA,NA
HGNC:613,gene,https://identifiers.org/HGNC:613,APOE,apolipoprotein E,AD2|APO-E|ApoE4|LDLCQ5|LPG,"The protein encoded by this gene is a major apoprotein of the chylomicron. It binds to a specific liver and peripheral cell receptor, and is essential for the normal catabolism of triglyceride-rich lipoprotein constituents. This gene maps to chromosome 19 in a cluster with the related apolipoprotein C1 and C2 genes. Mutations in this gene result in familial dysbetalipoproteinemia, or type III hyperlipoproteinemia (HLP III), in which increased plasma cholesterol and triglycerides are the consequence of impaired clearance of chylomicron and VLDL remnants. [provided by RefSeq, Jun 2016]."
MONDO:0018656,disease,http://purl.obolibrary.org/obo/MONDO_0018656,tremor-ataxia-central hypomyelination syndrome,tremor-ataxia-central hypomyelination syndrome,NA,NA
MONDO:0008948,disease,http://purl.obolibrary.org/obo/MONDO_0008948,cerebrotendinous xanthomatosis,cerebrotendinous xanthomatosis,NA,NA
MONDO:0010476,disease,http://purl.obolibrary.org/obo/MONDO_0010476,neurodegeneration with brain iron accumulation 5,neurodegeneration with brain iron accumulation 5,NA,NA
MONDO:0014882,disease,http://purl.obolibrary.org/obo/MONDO_0014882,hereditary spastic paraplegia 77,hereditary spastic paraplegia 77,NA,NA
MONDO:0012098,disease,http://purl.obolibrary.org/obo/MONDO_0012098,spinocerebellar ataxia type 20,spinocerebellar ataxia type 20,NA,NA
MONDO:0014684,disease,http://purl.obolibrary.org/obo/MONDO_0014684,combined oxidative phosphorylation defect type 26,combined oxidative phosphorylation defect type 26,NA,NA
MONDO:0008201,disease,http://purl.obolibrary.org/obo/MONDO_0008201,Perry syndrome,Perry syndrome,NA,NA
HGNC:12827,gene,https://identifiers.org/HGNC:12827,XPR1,xenotropic and polytropic retrovirus receptor 1,IBGC6|SLC53A1|SYG1|X3,"The protein encoded by this gene is a receptor for the xenotropic and polytropic classes of murine leukemia viruses. The encoded protein is involved in phosphate homeostasis by mediating phosphate export from the cell. Defects in this gene have been associated with idiopathic basal ganglia calcification-6. [provided by RefSeq, Jun 2016]."
HGNC:6893,gene,https://identifiers.org/HGNC:6893,MAPT,microtubule associated protein tau,DDPAC|FTD1|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU|Tau-PHF6|tau-40,"This gene encodes the microtubule-associated protein tau (MAPT) whose transcript undergoes complex, regulated alternative splicing, giving rise to several mRNA species. MAPT transcripts are differentially expressed in the nervous system, depending on stage of neuronal maturation and neuron type. MAPT gene mutations have been associated with several neurodegenerative disorders such as Alzheimer's disease, Pick's disease, frontotemporal dementia, cortico-basal degeneration and progressive supranuclear palsy. [provided by RefSeq, Jul 2008]."
HGNC:9449,gene,https://identifiers.org/HGNC:9449,PRNP,prion protein (Kanno blood group),ASCR|AltPrP|CD230|CJD|GSS|KURU|PRIP|PrP|PrP27-30|PrP33-35C|PrPc|p27-30,"The protein encoded by this gene is a membrane glycosylphosphatidylinositol-anchored glycoprotein that tends to aggregate into rod-like structures. The encoded protein contains a highly unstable region of five tandem octapeptide repeats. This gene is found on chromosome 20, approximately 20 kbp upstream of a gene which encodes a biochemically and structurally similar protein to the one encoded by this gene. Mutations in the repeat region as well as elsewhere in this gene have been associated with Creutzfeldt-Jakob disease, fatal familial insomnia, Gerstmann-Straussler disease, Huntington disease-like 1, and kuru. An overlapping open reading frame has been found for this gene that encodes a smaller, structurally unrelated protein, AltPrp. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2014]."
MONDO:0024564,disease,http://purl.obolibrary.org/obo/MONDO_0024564,cerebroretinal microangiopathy with calcifications and cysts 1,cerebroretinal microangiopathy with calcifications and cysts 1,NA,NA
MONDO:0014940,disease,http://purl.obolibrary.org/obo/MONDO_0014940,"neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset","neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset",NA,NA
MONDO:0014530,disease,http://purl.obolibrary.org/obo/MONDO_0014530,autosomal recessive spinocerebellar ataxia 18,autosomal recessive spinocerebellar ataxia 18,NA,NA
MONDO:0010857,disease,http://purl.obolibrary.org/obo/MONDO_0010857,semantic dementia,semantic dementia,NA,NA
MONDO:0009591,disease,http://purl.obolibrary.org/obo/MONDO_0009591,"metachromatic leukodystrophy, juvenile form","metachromatic leukodystrophy, juvenile form",NA,NA
MONDO:0957813,disease,http://purl.obolibrary.org/obo/MONDO_0957813,"spastic paraplegia 91, autosomal dominant, with or without cerebellar ataxia","spastic paraplegia 91, autosomal dominant, with or without cerebellar ataxia",NA,NA
MONDO:0008178,disease,http://purl.obolibrary.org/obo/MONDO_0008178,inclusion body myopathy with Paget disease of bone and frontotemporal dementia type 1,inclusion body myopathy with Paget disease of bone and frontotemporal dementia type 1,NA,NA
MONDO:0010459,disease,http://purl.obolibrary.org/obo/MONDO_0010459,amyotrophic lateral sclerosis type 15,amyotrophic lateral sclerosis type 15,NA,NA
MONDO:0014273,disease,http://purl.obolibrary.org/obo/MONDO_0014273,microcephaly-thin corpus callosum-intellectual disability syndrome,microcephaly-thin corpus callosum-intellectual disability syndrome,NA,NA
