target_id,target_name,target_iri,target_category,interaction_id,interaction_types,interaction_iri,drug_id,drug_name,drug_iri,drug_category,pm_ids,sources,score
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:11498,PD 102807,https://identifiers.org/iuphar.ligand:11498,drug,[],['GuideToPharmacology'],0.5932249836236992
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,ncit:C152278,SABCOMELINE,https://identifiers.org/ncit:C152278,drug,[],['GuideToPharmacology'],0.1483062459059248
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,iuphar.ligand:6937,IPEROXO,https://identifiers.org/iuphar.ligand:6937,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,ncit:C132273,MILAMELINE,https://identifiers.org/ncit:C132273,drug,[],['GuideToPharmacology'],0.1483062459059248
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:322,HEXAHYDRODIFENIDOL,https://identifiers.org/iuphar.ligand:322,drug,[],['GuideToPharmacology'],0.1483062459059248
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,ncit:C81044,ACECLIDINE,https://identifiers.org/ncit:C81044,drug,[],['GuideToPharmacology'],0.05932249836236992
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:1223,ATROPINE,https://identifiers.org/rxcui:1223,drug,[],['GuideToPharmacology'],0.03489558727198231
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:8584,AQ-RA 741,https://identifiers.org/iuphar.ligand:8584,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0011002,['modulator'],http://purl.obolibrary.org/obo/RO_0011002,ncit:C152880,VINBURNINE,https://identifiers.org/ncit:C152880,drug,[],['GuideToPharmacology'],0.1483062459059248
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,rxcui:235426,PILOCARPINE HYDROCHLORIDE,https://identifiers.org/rxcui:235426,drug,[],['GuideToPharmacology'],0.03122236755914206
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:11499,PCS1055,https://identifiers.org/iuphar.ligand:11499,drug,[],['GuideToPharmacology'],0.5932249836236992
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:10104,(S)-DIMETINDENE,https://identifiers.org/iuphar.ligand:10104,drug,[],['GuideToPharmacology'],0.09887083060394987
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:8586,AE9C90CB,https://identifiers.org/iuphar.ligand:8586,drug,[],['GuideToPharmacology'],0.1483062459059248
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:8583,UH-AH 37,https://identifiers.org/iuphar.ligand:8583,drug,[],['GuideToPharmacology'],0.1483062459059248
hgnc:20,NA,NA,gene,RO:0011002,['modulator'],http://purl.obolibrary.org/obo/RO_0011002,iuphar.ligand:7633,VU0010010,https://identifiers.org/iuphar.ligand:7633,drug,[],['GuideToPharmacology'],0.2966124918118496
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,rxcui:19257,BETHANECHOL,https://identifiers.org/rxcui:19257,drug,[],['GuideToPharmacology'],0.08474642623195704
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,iuphar.ligand:291,NNC 11-1314,https://identifiers.org/iuphar.ligand:291,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0011002,['modulator'],http://purl.obolibrary.org/obo/RO_0011002,iuphar.ligand:340,"WIN 62,577",https://identifiers.org/iuphar.ligand:340,drug,[],['GuideToPharmacology'],0.0741531229529624
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,iuphar.ligand:302,OXOTREMORINE,https://identifiers.org/iuphar.ligand:302,drug,[],['GuideToPharmacology'],0.08474642623195704
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:326,LITHOCHOLYLCHOLINE,https://identifiers.org/iuphar.ligand:326,drug,[],['GuideToPharmacology'],0.1483062459059248
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:2102775,REVEFENACIN,https://identifiers.org/rxcui:2102775,drug,[],['GuideToPharmacology'],0.09887083060394987
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:1546373,IPRATROPIUM CATION,https://identifiers.org/rxcui:1546373,drug,[],['GuideToPharmacology'],0.04943541530197493
hgnc:20,NA,NA,gene,RO:0011002,['modulator'],http://purl.obolibrary.org/obo/RO_0011002,iuphar.ligand:342,BRUCINE,https://identifiers.org/iuphar.ligand:342,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:317,[3H]N-METHYL SCOPOLAMINE,https://identifiers.org/iuphar.ligand:317,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0011002,['modulator'],http://purl.obolibrary.org/obo/RO_0011002,iuphar.ligand:6938,LY2119620,https://identifiers.org/iuphar.ligand:6938,drug,[],['GuideToPharmacology'],0.2966124918118496
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:1589,BIPERIDEN,https://identifiers.org/rxcui:1589,drug,[],['GuideToPharmacology'],0.0741531229529624
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,ncit:C76041,FURTRETHONIUM IODIDE,https://identifiers.org/ncit:C76041,drug,[],['GuideToPharmacology'],0.1483062459059248
hgnc:20,NA,NA,gene,RO:0011002,['modulator'],http://purl.obolibrary.org/obo/RO_0011002,drugbank:DB15954,STRYCHNINE,https://identifiers.org/drugbank:DB15954,drug,[],['GuideToPharmacology'],0.04943541530197493
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:3634,DOTHIEPIN,https://identifiers.org/rxcui:3634,drug,[],['GuideToPharmacology'],0.05932249836236992
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:1303098,ACLIDINIUM,https://identifiers.org/rxcui:1303098,drug,[],['GuideToPharmacology'],0.05932249836236992
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,rxcui:1546387,CARBAMOYLCHOLINE,https://identifiers.org/rxcui:1546387,drug,[],['GuideToPharmacology'],0.05932249836236992
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:8352,PIRENZEPINE,https://identifiers.org/rxcui:8352,drug,[],['GuideToPharmacology'],0.05932249836236992
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,iuphar.ligand:304,PENTYLTHIO-TZTP,https://identifiers.org/iuphar.ligand:304,drug,[],['GuideToPharmacology'],0.1483062459059248
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,rxcui:194,ACETYLCHOLINE,https://identifiers.org/rxcui:194,drug,[],['GuideToPharmacology'],0.09887083060394987
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:323,HEXOCYCLIUM,https://identifiers.org/iuphar.ligand:323,drug,[],['GuideToPharmacology'],0.1483062459059248
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:318,[3H]QNB,https://identifiers.org/iuphar.ligand:318,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0011002,['modulator'],http://purl.obolibrary.org/obo/RO_0011002,iuphar.ligand:343,BRUCINE N-OXIDE,https://identifiers.org/iuphar.ligand:343,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:314,MUSCARINIC TOXIN 7,https://identifiers.org/iuphar.ligand:314,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,iuphar.ligand:300,METHYLFURMETHIDE,https://identifiers.org/iuphar.ligand:300,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0011002,['modulator'],http://purl.obolibrary.org/obo/RO_0011002,iuphar.ligand:337,KT 5720,https://identifiers.org/iuphar.ligand:337,drug,[],['GuideToPharmacology'],0.2966124918118496
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,drugbank:DB04365,ARECOLINE,https://identifiers.org/drugbank:DB04365,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:311,MUSCARINIC TOXIN 1,https://identifiers.org/iuphar.ligand:311,drug,[],['GuideToPharmacology'],0.2966124918118496
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:312,MUSCARINIC TOXIN 2,https://identifiers.org/iuphar.ligand:312,drug,[],['GuideToPharmacology'],0.2966124918118496
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:331,SILAHEXOCYCLIUM,https://identifiers.org/iuphar.ligand:331,drug,[],['GuideToPharmacology'],0.1483062459059248
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,rxcui:2694828,XANOMELINE,https://identifiers.org/rxcui:2694828,drug,[],['GuideToPharmacology'],0.03489558727198231
hgnc:20,NA,NA,gene,RO:0011002,['modulator'],http://purl.obolibrary.org/obo/RO_0011002,iuphar.ligand:3262,LY2033298,https://identifiers.org/iuphar.ligand:3262,drug,[],['GuideToPharmacology'],0.2966124918118496
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,iuphar.ligand:12486,[3H]IPEROXO,https://identifiers.org/iuphar.ligand:12486,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:119565,TOLTERODINE,https://identifiers.org/rxcui:119565,drug,[],['GuideToPharmacology'],0.04943541530197493
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:3274,VU0255035,https://identifiers.org/iuphar.ligand:3274,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,iuphar.ligand:293,NNC 11-1607,https://identifiers.org/iuphar.ligand:293,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:8591,ML381,https://identifiers.org/iuphar.ligand:8591,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0011002,['modulator'],http://purl.obolibrary.org/obo/RO_0011002,iuphar.ligand:335,G&OUML; 7874,https://identifiers.org/iuphar.ligand:335,drug,[],['GuideToPharmacology'],0.1483062459059248
hgnc:20,NA,NA,gene,RO:0011002,"['modulator', 'inhibitor']",http://purl.obolibrary.org/obo/RO_0011002,iuphar.ligand:313,MUSCARINIC TOXIN 3,https://identifiers.org/iuphar.ligand:313,drug,[],['GuideToPharmacology'],0.09887083060394987
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:324,HIMBACINE,https://identifiers.org/iuphar.ligand:324,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:361,TRIPITRAMINE,https://identifiers.org/iuphar.ligand:361,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0011002,['modulator'],http://purl.obolibrary.org/obo/RO_0011002,iuphar.ligand:12301,VU0467154,https://identifiers.org/iuphar.ligand:12301,drug,[],['GuideToPharmacology'],0.5932249836236992
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:307,4-DAMP,https://identifiers.org/iuphar.ligand:307,drug,[],['GuideToPharmacology'],0.09887083060394987
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:1546438,GLYCOPYRRONIUM,https://identifiers.org/rxcui:1546438,drug,[],['GuideToPharmacology'],0.0741531229529624
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,iuphar.ligand:8593,[3H]ACETYLCHOLINE,https://identifiers.org/iuphar.ligand:8593,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,iuphar.ligand:292,NNC 11-1585,https://identifiers.org/iuphar.ligand:292,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:152021,DICYCLOMINE HYDROCHLORIDE,https://identifiers.org/rxcui:152021,drug,[],['GuideToPharmacology'],0.05392954396579084
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:69120,TIOTROPIUM,https://identifiers.org/rxcui:69120,drug,[],['GuideToPharmacology'],0.05932249836236992
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:308,P-F-HHSID,https://identifiers.org/iuphar.ligand:308,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0011002,['modulator'],http://purl.obolibrary.org/obo/RO_0011002,iuphar.ligand:339,"WIN 51,708",https://identifiers.org/iuphar.ligand:339,drug,[],['GuideToPharmacology'],0.1483062459059248
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,rxcui:44281,CEVIMELINE,https://identifiers.org/rxcui:44281,drug,[],['GuideToPharmacology'],0.08474642623195704
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:8761,PROPANTHELINE,https://identifiers.org/rxcui:8761,drug,[],['GuideToPharmacology'],0.08474642623195704
hgnc:20,NA,NA,gene,RO:0011002,['modulator'],http://purl.obolibrary.org/obo/RO_0011002,iuphar.ligand:348,THIOCHROME,https://identifiers.org/iuphar.ligand:348,drug,[],['GuideToPharmacology'],0.1483062459059248
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:1487512,UMECLIDINIUM BROMIDE,https://identifiers.org/rxcui:1487512,drug,[],['GuideToPharmacology'],0.0741531229529624
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:3264,AFDX384,https://identifiers.org/iuphar.ligand:3264,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:107770,MEPENZOLATE,https://identifiers.org/rxcui:107770,drug,[],['GuideToPharmacology'],0.09887083060394987
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:327,METHOCTRAMINE,https://identifiers.org/iuphar.ligand:327,drug,[],['GuideToPharmacology'],0.09887083060394987
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,iuphar.ligand:295,ARECAIDINE PROPARGYL ESTER,https://identifiers.org/iuphar.ligand:295,drug,[],['GuideToPharmacology'],0.1483062459059248
hgnc:20,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:310,HEXAHYDROSILADIFENIDOL,https://identifiers.org/iuphar.ligand:310,drug,[],['GuideToPharmacology'],0.1186449967247398
hgnc:20,NA,NA,gene,RO:0011002,['modulator'],http://purl.obolibrary.org/obo/RO_0011002,drugbank:DB02010,STAUROSPORINE,https://identifiers.org/drugbank:DB02010,drug,[],['GuideToPharmacology'],0.03489558727198231
hgnc:20,NA,NA,gene,RO:0002406,['agonist'],http://purl.obolibrary.org/obo/RO_0002406,iuphar.ligand:290,MCN-A-343,https://identifiers.org/iuphar.ligand:290,drug,[],['GuideToPharmacology'],0.1483062459059248
hgnc:3439,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:4124,ETHINYL ESTRADIOL,https://identifiers.org/rxcui:4124,drug,[],['GuideToPharmacology'],0.4350316546573794
hgnc:3439,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:94,5-HYDROXYTRYPTOPHAN,https://identifiers.org/rxcui:94,drug,[],['GuideToPharmacology'],1.450105515524598
hgnc:3439,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:10898,TRYPTOPHAN,https://identifiers.org/rxcui:10898,drug,[],['GuideToPharmacology'],1.087579136643448
hgnc:3439,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:4709,INDOLE-3-PROPIONIC ACID,https://identifiers.org/iuphar.ligand:4709,drug,[],['GuideToPharmacology'],8.700633093147589
hgnc:3439,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:24395,ESTRADIOL VALERATE,https://identifiers.org/rxcui:24395,drug,[],['GuideToPharmacology'],0.1851198530456934
hgnc:3439,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:5,5-HYDROXYTRYPTAMINE,https://identifiers.org/iuphar.ligand:5,drug,[],['GuideToPharmacology'],0.5800422062098393
hgnc:6990,NA,NA,gene,RO:0011002,NA,http://purl.obolibrary.org/obo/RO_0011002,rxcui:4492,FLUOROURACIL,https://identifiers.org/rxcui:4492,drug,[21635146],['PharmGKB'],0.2250163730986445
hgnc:6990,NA,NA,gene,RO:0011002,NA,http://purl.obolibrary.org/obo/RO_0011002,rxcui:7005,MITOXANTRONE,https://identifiers.org/rxcui:7005,drug,[21635146],['PharmGKB'],0.5932249836236992
hgnc:6990,NA,NA,gene,RO:0011002,NA,http://purl.obolibrary.org/obo/RO_0011002,rxcui:2632852,TROFINETIDE,https://identifiers.org/rxcui:2632852,drug,[],['PharmGKB'],4.350316546573794
hgnc:6990,NA,NA,gene,RO:0011002,NA,http://purl.obolibrary.org/obo/RO_0011002,rxcui:2555,CISPLATIN,https://identifiers.org/rxcui:2555,drug,[21635146],['PharmGKB'],0.1775639406764814
hgnc:19714,NA,NA,gene,RO:0011002,NA,http://purl.obolibrary.org/obo/RO_0011002,rxcui:11289,WARFARIN,https://identifiers.org/rxcui:11289,drug,[27488176],['PharmGKB'],3.163866579326396
hgnc:3061,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:8213,COMPOUND R-16 [PMID: 21967808],https://identifiers.org/iuphar.ligand:8213,drug,[],['GuideToPharmacology'],1.305094963972138
hgnc:3061,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,ncit:C95729,MERESTINIB,https://identifiers.org/ncit:C95729,drug,[],['GuideToPharmacology'],0.6525474819860692
hgnc:3061,NA,NA,gene,RO:0011002,NA,http://purl.obolibrary.org/obo/RO_0011002,rxcui:1310469,DEHYDRATED ALCOHOL,https://identifiers.org/rxcui:1310469,drug,[11923581],['NCI'],0.1652018941736883
hgnc:3061,NA,NA,gene,RO:0011002,NA,http://purl.obolibrary.org/obo/RO_0011002,rxcui:4492,FLUOROURACIL,https://identifiers.org/rxcui:4492,drug,[15067352],['NCI'],0.1125081865493222
hgnc:3061,NA,NA,gene,RO:0011002,NA,http://purl.obolibrary.org/obo/RO_0011002,rxcui:11413,ZIDOVUDINE,https://identifiers.org/rxcui:11413,drug,[22960662],['PharmGKB'],0.483368505174866
hgnc:3061,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:12249,"COMPOUND 6LI [CHAN ET AL., 2022]",https://identifiers.org/iuphar.ligand:12249,drug,[],['GuideToPharmacology'],1.631368704965172
hgnc:3061,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,iuphar.ligand:11791,BIIB091,https://identifiers.org/iuphar.ligand:11791,drug,[],['GuideToPharmacology'],2.175158273286897
hgnc:3061,NA,NA,gene,RO:0011002,NA,http://purl.obolibrary.org/obo/RO_0011002,rxcui:59763,STAVUDINE,https://identifiers.org/rxcui:59763,drug,[15134538],['NCI'],1.003919203055491
hgnc:9449,NA,NA,gene,RO:0011002,NA,http://purl.obolibrary.org/obo/RO_0011002,drugbank:DB07348,BREFELDIN A,https://identifiers.org/drugbank:DB07348,drug,[],['DTC'],7.457685508412219
hgnc:1361,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,ncit:C70650,TOSEDOSTAT,https://identifiers.org/ncit:C70650,drug,[],['ChEMBL'],2.610189927944276
hgnc:11049,NA,NA,gene,RO:0011002,NA,http://purl.obolibrary.org/obo/RO_0011002,chembl:CHEMBL4297407,ALTROPANE I-123,https://identifiers.org/chembl:CHEMBL4297407,drug,[],['TTD'],0.9491599737979187
hgnc:11049,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:203204,BUPROPION HYDROCHLORIDE,https://identifiers.org/rxcui:203204,drug,[],"['TdgClinicalTrial', 'ChEMBL', 'TEND']",0.167498818905515
hgnc:11049,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,rxcui:352372,DEXMETHYLPHENIDATE,https://identifiers.org/rxcui:352372,drug,[],"['ChEMBL', 'TdgClinicalTrial', 'TTD']",0.9491599737979187
hgnc:11049,NA,NA,gene,RO:0011002,['other/unknown'],http://purl.obolibrary.org/obo/RO_0011002,ncit:C87425,AMPHETAMINE ADIPATE,https://identifiers.org/ncit:C87425,drug,[],['ChEMBL'],0.4745799868989593
hgnc:11049,NA,NA,gene,RO:0011002,['other/unknown'],http://purl.obolibrary.org/obo/RO_0011002,rxcui:221088,DEXTROAMPHETAMINE SACCHARATE,https://identifiers.org/rxcui:221088,drug,[],['ChEMBL'],0.3163866579326396
hgnc:11049,NA,NA,gene,RO:0002408,['inhibitor'],http://purl.obolibrary.org/obo/RO_0002408,ncit:C170121,LIAFENSINE,https://identifiers.org/ncit:C170121,drug,[],['ChEMBL'],0.3163866579326396
hgnc:11049,NA,NA,gene,RO:0011002,['other/unknown'],http://purl.obolibrary.org/obo/RO_0011002,rxcui:673579,LISDEXAMFETAMINE DIMESYLATE,https://identifiers.org/rxcui:673579,drug,[],"['TdgClinicalTrial', 'TEND', 'ChEMBL']",0.4745799868989593
