id,semantic_groups,uri,preflabel,name,synonyms,description
HGNC:6174,gene,https://identifiers.org/HGNC:6174,ITM2B,integral membrane protein 2B,ABRI|BRI|BRI2|BRICD2B|E25B|E3-16|FBD|RDGCA|imBRI2,"Amyloid precursor proteins are processed by beta-secretase and gamma-secretase to produce beta-amyloid peptides which form the characteristic plaques of Alzheimer disease. This gene encodes a transmembrane protein which is processed at the C-terminus by furin or furin-like proteases to produce a small secreted peptide which inhibits the deposition of beta-amyloid. Mutations which result in extension of the C-terminal end of the encoded protein, thereby increasing the size of the secreted peptide, are associated with two neurogenerative diseases, familial British dementia and familial Danish dementia. [provided by RefSeq, Oct 2009]."
MONDO:0000914,disease,http://purl.obolibrary.org/obo/MONDO_0000914,"cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1","cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1",NA,NA
HP:0007123,phenotype,http://purl.obolibrary.org/obo/HP_0007123,Subcortical dementia,Subcortical dementia,NA,NA
MONDO:0018150,disease,http://purl.obolibrary.org/obo/MONDO_0018150,Gaucher disease,Gaucher disease,NA,NA
MONDO:0020749,disease,http://purl.obolibrary.org/obo/MONDO_0020749,polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 1,polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 1,NA,NA
MONDO:0010459,disease,http://purl.obolibrary.org/obo/MONDO_0010459,amyotrophic lateral sclerosis type 15,amyotrophic lateral sclerosis type 15,NA,NA
HGNC:9179,gene,https://identifiers.org/HGNC:9179,POLG,POLG alternative reading frame,ORF-Y|POLG,"This gene uses the same transcript as the POLG gene but has a CUG start codon and an alternate reading frame that makes a 260 aa protein. This protein is distinct from POLG isoforms and may interact with P32 (also known as C1QBP), a mitochondrial matrix protein thought to be involved in the expression of mitochondrial genome-encoded proteins. POLGARF protein may bind P32 and sequester it in the nucleolus. Interestingly, some disease-causing mutations thought to be in POLG may instead be associated with POLGARF. [provided by RefSeq, May 2022]."
MONDO:0015033,disease,http://purl.obolibrary.org/obo/MONDO_0015033,"ABeta amyloidosis, dutch type","ABeta amyloidosis, dutch type",NA,NA
HGNC:12666,gene,https://identifiers.org/HGNC:12666,VCP,valosin containing protein,CDC48|FTDALS6|TERA|p97,"This gene encodes a member of the AAA ATPase family of proteins. The encoded protein plays a role in protein degradation, intracellular membrane fusion, DNA repair and replication, regulation of the cell cycle, and activation of the NF-kappa B pathway. This protein forms a homohexameric complex that interacts with a variety of cofactors and extracts ubiquitinated proteins from lipid membranes or protein complexes. Mutations in this gene cause IBMPFD (inclusion body myopathy with paget disease of bone and frontotemporal dementia), ALS (amyotrophic lateral sclerosis) and Charcot-Marie-Tooth disease in human patients. [provided by RefSeq, Aug 2017]."
MONDO:0015484,disease,http://purl.obolibrary.org/obo/MONDO_0015484,cysticercosis,cysticercosis,NA,NA
MONDO:0010184,disease,http://purl.obolibrary.org/obo/MONDO_0010184,methylmalonic aciduria and homocystinuria type cblC,methylmalonic aciduria and homocystinuria type cblC,NA,NA
MONDO:0008215,disease,http://purl.obolibrary.org/obo/MONDO_0008215,adult-onset autosomal dominant demyelinating leukodystrophy,adult-onset autosomal dominant demyelinating leukodystrophy,NA,NA
HGNC:2711,gene,https://identifiers.org/HGNC:2711,DCTN1,dynactin subunit 1,DAP-150|DP-150|HMND14|P135,"This gene encodes the largest subunit of dynactin, a macromolecular complex consisting of 10 subunits ranging in size from 22 to 150 kD. Dynactin binds to both microtubules and cytoplasmic dynein. Dynactin is involved in a diverse array of cellular functions, including ER-to-Golgi transport, the centripetal movement of lysosomes and endosomes, spindle formation, chromosome movement, nuclear positioning, and axonogenesis. This subunit interacts with dynein intermediate chain by its domains directly binding to dynein and binds to microtubules via a highly conserved glycine-rich cytoskeleton-associated protein (CAP-Gly) domain in its N-terminus. Alternative splicing of this gene results in multiple transcript variants encoding distinct isoforms. Mutations in this gene cause distal hereditary motor neuronopathy type VIIB (HMN7B) which is also known as distal spinal and bulbar muscular atrophy (dSBMA). [provided by RefSeq, Oct 2008]."
MONDO:0030872,disease,http://purl.obolibrary.org/obo/MONDO_0030872,frontotemporal dementia and/or amyotrophic lateral sclerosis 8,frontotemporal dementia and/or amyotrophic lateral sclerosis 8,NA,NA
HGNC:6893,gene,https://identifiers.org/HGNC:6893,MAPT,microtubule associated protein tau,DDPAC|FTD1|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU|Tau-PHF6|tau-40,"This gene encodes the microtubule-associated protein tau (MAPT) whose transcript undergoes complex, regulated alternative splicing, giving rise to several mRNA species. MAPT transcripts are differentially expressed in the nervous system, depending on stage of neuronal maturation and neuron type. MAPT gene mutations have been associated with several neurodegenerative disorders such as Alzheimer's disease, Pick's disease, frontotemporal dementia, cortico-basal degeneration and progressive supranuclear palsy. [provided by RefSeq, Jul 2008]."
MONDO:0010808,disease,http://purl.obolibrary.org/obo/MONDO_0010808,fatal familial insomnia,fatal familial insomnia,NA,NA
MONDO:0011873,disease,http://purl.obolibrary.org/obo/MONDO_0011873,"Niemann-Pick disease, type C2","Niemann-Pick disease, type C2",NA,NA
MONDO:0016079,disease,http://purl.obolibrary.org/obo/MONDO_0016079,sporadic Creutzfeldt-Jakob disease,sporadic Creutzfeldt-Jakob disease,NA,NA
MONDO:0020750,disease,http://purl.obolibrary.org/obo/MONDO_0020750,polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 2,polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 2,NA,NA
MONDO:0008199,disease,http://purl.obolibrary.org/obo/MONDO_0008199,late-onset Parkinson disease,late-onset Parkinson disease,NA,NA
MONDO:0010857,disease,http://purl.obolibrary.org/obo/MONDO_0010857,semantic dementia,semantic dementia,NA,NA
HGNC:12405,gene,https://identifiers.org/HGNC:12405,TTR,transthyretin,ATTR|CTS|CTS1|HEL111|HsT2651|PALB|TBPA|TTN,"This gene encodes one of the three prealbumins, which include alpha-1-antitrypsin, transthyretin and orosomucoid. The encoded protein, transthyretin, is a homo-tetrameric carrier protein, which transports thyroid hormones in the plasma and cerebrospinal fluid. It is also involved in the transport of retinol (vitamin A) in the plasma by associating with retinol-binding protein. The protein may also be involved in other intracellular processes including proteolysis, nerve regeneration, autophagy and glucose homeostasis. Mutations in this gene are associated with amyloid deposition, predominantly affecting peripheral nerves or the heart, while a small percentage of the gene mutations are non-amyloidogenic. The mutations are implicated in the etiology of several diseases, including amyloidotic polyneuropathy, euthyroid hyperthyroxinaemia, amyloidotic vitreous opacities, cardiomyopathy, oculoleptomeningeal amyloidosis, meningocerebrovascular amyloidosis and carpal tunnel syndrome. [provided by RefSeq, Aug 2017]."
HP:0002439,phenotype,http://purl.obolibrary.org/obo/HP_0002439,Frontolimbic dementia,Frontolimbic dementia,NA,NA
MONDO:0008201,disease,http://purl.obolibrary.org/obo/MONDO_0008201,Perry syndrome,Perry syndrome,NA,NA
MONDO:0018544,disease,http://purl.obolibrary.org/obo/MONDO_0018544,adrenoleukodystrophy,adrenoleukodystrophy,NA,NA
MONDO:0011671,disease,http://purl.obolibrary.org/obo/MONDO_0011671,Huntington disease-like 2,Huntington disease-like 2,NA,NA
MONDO:0009366,disease,http://purl.obolibrary.org/obo/MONDO_0009366,normal pressure hydrocephalus,normal pressure hydrocephalus,NA,NA
MONDO:0011895,disease,http://purl.obolibrary.org/obo/MONDO_0011895,idiopathic hypereosinophilic syndrome,idiopathic hypereosinophilic syndrome,NA,NA
MONDO:0005620,disease,http://purl.obolibrary.org/obo/MONDO_0005620,cerebral amyloid angiopathy,cerebral amyloid angiopathy,NA,NA
MONDO:0014147,disease,http://purl.obolibrary.org/obo/MONDO_0014147,neuronal ceroid lipofuscinosis 13,neuronal ceroid lipofuscinosis 13,NA,NA
HGNC:14581,gene,https://identifiers.org/HGNC:14581,PINK1,PTEN induced kinase 1,BRPK|PARK6,"This gene encodes a serine/threonine protein kinase that localizes to mitochondria. It is thought to protect cells from stress-induced mitochondrial dysfunction. Mutations in this gene cause one form of autosomal recessive early-onset Parkinson disease. [provided by RefSeq, Jul 2008]."
MONDO:0009445,disease,http://purl.obolibrary.org/obo/MONDO_0009445,ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome,ichthyosis-hepatosplenomegaly-cerebellar degeneration syndrome,NA,NA
MONDO:0010044,disease,http://purl.obolibrary.org/obo/MONDO_0010044,hereditary spastic paraplegia 15,hereditary spastic paraplegia 15,NA,NA
MONDO:0859529,disease,http://purl.obolibrary.org/obo/MONDO_0859529,"amyotrophic lateral sclerosis 27, juvenile","amyotrophic lateral sclerosis 27, juvenile",NA,NA
HGNC:2433,gene,https://identifiers.org/HGNC:2433,CSF1R,colony stimulating factor 1 receptor,BANDDOS|C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|GPSC|HDLS|HDLS1|M-CSF-R,"The protein encoded by this gene is the receptor for colony stimulating factor 1, a cytokine which controls the production, differentiation, and function of macrophages. This receptor mediates most if not all of the biological effects of this cytokine. Ligand binding activates the receptor kinase through a process of oligomerization and transphosphorylation. The encoded protein is a tyrosine kinase transmembrane receptor and member of the CSF1/PDGF receptor family of tyrosine-protein kinases. Mutations in this gene have been associated with a predisposition to myeloid malignancy. The first intron of this gene contains a transcriptionally inactive ribosomal protein L7 processed pseudogene oriented in the opposite direction. Alternative splicing results in multiple transcript variants. Expression of a splice variant from an LTR promoter has been found in Hodgkin lymphoma (HL), HL cell lines and anaplastic large cell lymphoma. [provided by RefSeq, Mar 2017]."
HGNC:11802,gene,https://identifiers.org/HGNC:11802,TIA1,TIA1 cytotoxic granule associated RNA binding protein,ALS26|TIA-1|WDM,"The product encoded by this gene is a member of a RNA-binding protein family and possesses nucleolytic activity against cytotoxic lymphocyte (CTL) target cells. It has been suggested that this protein may be involved in the induction of apoptosis as it preferentially recognizes poly(A) homopolymers and induces DNA fragmentation in CTL targets. The major granule-associated species is a 15-kDa protein that is thought to be derived from the carboxyl terminus of the 40-kDa product by proteolytic processing. Alternative splicing resulting in different isoforms has been found for this gene. [provided by RefSeq, May 2017]."
MONDO:0011781,disease,http://purl.obolibrary.org/obo/MONDO_0011781,spinocerebellar ataxia type 17,spinocerebellar ataxia type 17,NA,NA
MONDO:0012391,disease,http://purl.obolibrary.org/obo/MONDO_0012391,neuronal ceroid lipofuscinosis 8 northern epilepsy variant,neuronal ceroid lipofuscinosis 8 northern epilepsy variant,NA,NA
MONDO:0010936,disease,http://purl.obolibrary.org/obo/MONDO_0010936,frontotemporal dementia and/or amyotrophic lateral sclerosis 7,frontotemporal dementia and/or amyotrophic lateral sclerosis 7,NA,NA
HGNC:2475,gene,https://identifiers.org/HGNC:2475,CST3,cystatin C,ADLDWA|ARMD11|HEL-S-2,"The cystatin superfamily encompasses proteins that contain multiple cystatin-like sequences. Some of the members are active cysteine protease inhibitors, while others have lost or perhaps never acquired this inhibitory activity. There are three inhibitory families in the superfamily, including the type 1 cystatins (stefins), type 2 cystatins and the kininogens. The type 2 cystatin proteins are a class of cysteine proteinase inhibitors found in a variety of human fluids and secretions, where they appear to provide protective functions. The cystatin locus on chromosome 20 contains the majority of the type 2 cystatin genes and pseudogenes. This gene is located in the cystatin locus and encodes the most abundant extracellular inhibitor of cysteine proteases, which is found in high concentrations in biological fluids and is expressed in virtually all organs of the body. A mutation in this gene has been associated with amyloid angiopathy. Expression of this protein in vascular wall smooth muscle cells is severely reduced in both atherosclerotic and aneurysmal aortic lesions, establishing its role in vascular disease. In addition, this protein has been shown to have an antimicrobial function, inhibiting the replication of herpes simplex virus. Alternative splicing results in multiple transcript variants encoding a single protein. [provided by RefSeq, Nov 2014]."
MONDO:0012321,disease,http://purl.obolibrary.org/obo/MONDO_0012321,Alzheimer disease 10,Alzheimer disease 10,NA,NA
MONDO:0008178,disease,http://purl.obolibrary.org/obo/MONDO_0008178,inclusion body myopathy with Paget disease of bone and frontotemporal dementia type 1,inclusion body myopathy with Paget disease of bone and frontotemporal dementia type 1,NA,NA
MONDO:0011743,disease,http://purl.obolibrary.org/obo/MONDO_0011743,Alzheimer disease 4,Alzheimer disease 4,NA,NA
HGNC:7498,gene,https://identifiers.org/HGNC:7498,MT-TS2,tRNA-Ser,MTTS2,NA
MONDO:0014628,disease,http://purl.obolibrary.org/obo/MONDO_0014628,"basal ganglia calcification, idiopathic, 6","basal ganglia calcification, idiopathic, 6",NA,NA
MONDO:0011327,disease,http://purl.obolibrary.org/obo/MONDO_0011327,neuronal intranuclear inclusion disease,neuronal intranuclear inclusion disease,NA,NA
MONDO:0010476,disease,http://purl.obolibrary.org/obo/MONDO_0010476,neurodegeneration with brain iron accumulation 5,neurodegeneration with brain iron accumulation 5,NA,NA
MONDO:0014796,disease,http://purl.obolibrary.org/obo/MONDO_0014796,autosomal recessive early-onset Parkinson disease 23,autosomal recessive early-onset Parkinson disease 23,NA,NA
MONDO:0007739,disease,http://purl.obolibrary.org/obo/MONDO_0007739,Huntington disease,Huntington disease,NA,NA
HGNC:7422,gene,https://identifiers.org/HGNC:7422,MT-CO3,cytochrome c oxidase subunit III,COIII|MTCO3,"Predicted to enable electron transfer activity and oxidoreduction-driven active transmembrane transporter activity. Involved in respiratory chain complex IV assembly. Part of respiratory chain complex IV. Implicated in MELAS syndrome. [provided by Alliance of Genome Resources, Apr 2022]"
HGNC:7414,gene,https://identifiers.org/HGNC:7414,MT-ATP6,ATP synthase F0 subunit 6,ATPase6|MTATP6,"Contributes to proton-transporting ATP synthase activity, rotational mechanism. Involved in mitochondrial ATP synthesis coupled proton transport. Part of mitochondrial proton-transporting ATP synthase complex. Implicated in Leber hereditary optic neuropathy; NARP syndrome; Parkinson's disease; multiple sclerosis; and systemic lupus erythematosus. [provided by Alliance of Genome Resources, Apr 2022]"
MONDO:0018475,disease,http://purl.obolibrary.org/obo/MONDO_0018475,PRKAR1B-related neurodegenerative dementia with intermediate filaments,PRKAR1B-related neurodegenerative dementia with intermediate filaments,NA,NA
MONDO:0018951,disease,http://purl.obolibrary.org/obo/MONDO_0018951,distal myopathy with vocal cord weakness,distal myopathy with vocal cord weakness,NA,NA
MONDO:0009757,disease,http://purl.obolibrary.org/obo/MONDO_0009757,"Niemann-Pick disease, type C1","Niemann-Pick disease, type C1",NA,NA
MONDO:0100294,disease,http://purl.obolibrary.org/obo/MONDO_0100294,"mitochondrial complex II deficiency, nuclear type 1","mitochondrial complex II deficiency, nuclear type 1",NA,NA
MONDO:0009319,disease,http://purl.obolibrary.org/obo/MONDO_0009319,pantothenate kinase-associated neurodegeneration,pantothenate kinase-associated neurodegeneration,NA,NA
HGNC:7427,gene,https://identifiers.org/HGNC:7427,MT-CYB,cytochrome b,MTCYB,"Predicted to enable metal ion binding activity. Predicted to be involved in several processes, including electron transport coupled proton transport; response to cobalamin; and response to glucagon. Located in mitochondrion. Implicated in ovarian carcinoma and urinary bladder cancer. [provided by Alliance of Genome Resources, Apr 2022]"
HGNC:20373,gene,https://identifiers.org/HGNC:20373,SPG21,"SPG21 abhydrolase domain containing, maspardin",ABHD21|ACP33|BM-019|GL010|MAST,"The protein encoded by this gene binds to the hydrophobic C-terminal amino acids of CD4 which are involved in repression of T cell activation. The interaction with CD4 is mediated by the noncatalytic alpha/beta hydrolase fold domain of this protein. It is thus proposed that this gene product modulates the stimulatory activity of CD4. Mutations in this gene are associated with autosomal recessive spastic paraplegia 21 (SPG21), also known as mast syndrome. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2014]."
HGNC:7897,gene,https://identifiers.org/HGNC:7897,NPC1,Nasopharyngeal carcinoma 1,NPC1,NA
HGNC:7481,gene,https://identifiers.org/HGNC:7481,MT-TF,tRNA-Phe,NA,NA
MONDO:0019972,disease,http://purl.obolibrary.org/obo/MONDO_0019972,dural sinus malformation,dural sinus malformation,NA,NA
MONDO:0018964,disease,http://purl.obolibrary.org/obo/MONDO_0018964,homocystinuria without methylmalonic aciduria,homocystinuria without methylmalonic aciduria,NA,NA
MONDO:0016730,disease,http://purl.obolibrary.org/obo/MONDO_0016730,gangliocytoma,gangliocytoma,NA,NA
MONDO:0011562,disease,http://purl.obolibrary.org/obo/MONDO_0011562,autosomal dominant Parkinson disease 4,autosomal dominant Parkinson disease 4,NA,NA
HGNC:2482,gene,https://identifiers.org/HGNC:2482,CSTB,cystatin B,CPI-B|CST6|EPM1|EPM1A|PME|STFB|ULD,"The cystatin superfamily encompasses proteins that contain multiple cystatin-like sequences. Some of the members are active cysteine protease inhibitors, while others have lost or perhaps never acquired this inhibitory activity. There are three inhibitory families in the superfamily, including the type 1 cystatins (stefins), type 2 cystatins and kininogens. This gene encodes a stefin that functions as an intracellular thiol protease inhibitor. The protein is able to form a dimer stabilized by noncovalent forces, inhibiting papain and cathepsins l, h and b. The protein is thought to play a role in protecting against the proteases leaking from lysosomes. Evidence indicates that mutations in this gene are responsible for the primary defects in patients with progressive myoclonic epilepsy (EPM1). One type of mutation responsible for EPM1 is the expansion in the promoter region of this gene of a CCCCGCCCCGCG repeat from 2-3 copies to 30-78 copies. [provided by RefSeq, Jul 2016]."
MONDO:0018982,disease,http://purl.obolibrary.org/obo/MONDO_0018982,Niemann-Pick disease type C,Niemann-Pick disease type C,NA,NA
HGNC:25443,gene,https://identifiers.org/HGNC:25443,C19orf12,chromosome 19 open reading frame 12,MPAN|NBIA3|NBIA4|SPG43,"This gene encodes a small transmembrane protein. Mutations in this gene are a cause of neurodegeneration with brain iron accumulation-4 (NBIA4), but the specific function of the encoded protein is unknown. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Dec 2011]."
